Unnamed: 0,X,id,date,time,name,size,type,price,day_of_week
4787,4787,2015-002078,2015-02-04,14:49:29,bbq_ckn,S,chicken,12.75,Wednesday
4788,4788,2015-002078,2015-02-04,14:49:29,spinach_fet,S,veggie,12.0,Wednesday
4789,4789,2015-002079,2015-02-04,14:57:11,spicy_ital,L,supreme,20.75,Wednesday
4790,4790,2015-002080,2015-02-04,14:58:48,mediterraneo,L,veggie,20.25,Wednesday
4791,4791,2015-002080,2015-02-04,14:58:48,cali_ckn,S,chicken,12.75,Wednesday
4792,4792,2015-002081,2015-02-04,15:14:39,pepperoni,M,classic,12.5,Wednesday
4793,4793,2015-002081,2015-02-04,15:14:39,pep_msh_pep,M,classic,14.5,Wednesday
4794,4794,2015-002081,2015-02-04,15:14:39,mexicana,M,veggie,16.0,Wednesday
4795,4795,2015-002081,2015-02-04,15:14:39,pep_msh_pep,S,classic,11.0,Wednesday
4796,4796,2015-002082,2015-02-04,15:16:20,pep_msh_pep,S,classic,11.0,Wednesday
4797,4797,2015-002083,2015-02-04,15:40:20,ckn_pesto,S,chicken,12.75,Wednesday
4798,4798,2015-002084,2015-02-04,16:06:23,four_cheese,L,veggie,17.95,Wednesday
4799,4799,2015-002084,2015-02-04,16:06:23,ital_supr,L,supreme,20.75,Wednesday
4800,4800,2015-002085,2015-02-04,16:16:36,ital_veggie,S,veggie,12.75,Wednesday
4801,4801,2015-002086,2015-02-04,16:38:50,hawaiian,M,classic,13.25,Wednesday
4802,4802,2015-002086,2015-02-04,16:38:50,napolitana,S,classic,12.0,Wednesday
4803,4803,2015-002087,2015-02-04,16:39:18,four_cheese,L,veggie,17.95,Wednesday
4804,4804,2015-002087,2015-02-04,16:39:18,bbq_ckn,L,chicken,20.75,Wednesday
4805,4805,2015-002088,2015-02-04,16:48:57,spinach_supr,S,supreme,12.5,Wednesday
4806,4806,2015-002089,2015-02-04,17:05:16,spicy_ital,L,supreme,20.75,Wednesday
4807,4807,2015-002090,2015-02-04,17:17:07,southw_ckn,M,chicken,16.75,Wednesday
4808,4808,2015-002090,2015-02-04,17:17:07,bbq_ckn,L,chicken,20.75,Wednesday
4809,4809,2015-002090,2015-02-04,17:17:07,ital_cpcllo,L,classic,20.5,Wednesday
4810,4810,2015-002090,2015-02-04,17:17:07,spinach_fet,S,veggie,12.0,Wednesday
4811,4811,2015-002091,2015-02-04,17:17:43,five_cheese,L,veggie,18.5,Wednesday
4812,4812,2015-002091,2015-02-04,17:17:43,soppressata,L,supreme,20.75,Wednesday
4813,4813,2015-002092,2015-02-04,17:31:43,hawaiian,M,classic,13.25,Wednesday
4814,4814,2015-002092,2015-02-04,17:31:43,mexicana,L,veggie,20.25,Wednesday
4815,4815,2015-002093,2015-02-04,17:33:29,spinach_supr,M,supreme,16.5,Wednesday
4816,4816,2015-002093,2015-02-04,17:33:29,pepperoni,M,classic,12.5,Wednesday
4817,4817,2015-002094,2015-02-04,17:35:45,ital_veggie,S,veggie,12.75,Wednesday
4818,4818,2015-002094,2015-02-04,17:35:45,hawaiian,S,classic,10.5,Wednesday
4819,4819,2015-002095,2015-02-04,17:49:55,ital_cpcllo,S,classic,12.0,Wednesday
4820,4820,2015-002095,2015-02-04,17:49:55,southw_ckn,M,chicken,16.75,Wednesday
4821,4821,2015-002095,2015-02-04,17:49:55,cali_ckn,M,chicken,16.75,Wednesday
4822,4822,2015-002095,2015-02-04,17:49:55,bbq_ckn,M,chicken,16.75,Wednesday
4823,4823,2015-002096,2015-02-04,18:11:16,pep_msh_pep,S,classic,11.0,Wednesday
4824,4824,2015-002097,2015-02-04,18:13:32,the_greek,XL,classic,25.5,Wednesday
4825,4825,2015-002097,2015-02-04,18:13:32,southw_ckn,L,chicken,20.75,Wednesday
4826,4826,2015-002097,2015-02-04,18:13:32,four_cheese,L,veggie,17.95,Wednesday
4827,4827,2015-002098,2015-02-04,18:16:27,classic_dlx,L,classic,20.5,Wednesday
4828,4828,2015-002098,2015-02-04,18:16:27,five_cheese,L,veggie,18.5,Wednesday
4829,4829,2015-002099,2015-02-04,18:44:17,pepperoni,M,classic,12.5,Wednesday
4830,4830,2015-002100,2015-02-04,18:46:03,classic_dlx,M,classic,16.0,Wednesday
4831,4831,2015-002100,2015-02-04,18:46:03,ital_supr,L,supreme,20.75,Wednesday
4832,4832,2015-002101,2015-02-04,19:27:08,ital_supr,M,supreme,16.5,Wednesday
4833,4833,2015-002101,2015-02-04,19:27:08,classic_dlx,L,classic,20.5,Wednesday
4834,4834,2015-002101,2015-02-04,19:27:08,brie_carre,S,supreme,23.65,Wednesday
4835,4835,2015-002102,2015-02-04,19:30:52,big_meat,S,classic,12.0,Wednesday
4836,4836,2015-002102,2015-02-04,19:30:52,mexicana,L,veggie,20.25,Wednesday
4837,4837,2015-002102,2015-02-04,19:30:52,ital_veggie,M,veggie,16.75,Wednesday
4838,4838,2015-002103,2015-02-04,19:38:28,calabrese,M,supreme,16.25,Wednesday
4839,4839,2015-002103,2015-02-04,19:38:28,cali_ckn,L,chicken,20.75,Wednesday
4840,4840,2015-002103,2015-02-04,19:38:28,southw_ckn,L,chicken,20.75,Wednesday
4841,4841,2015-002103,2015-02-04,19:38:28,bbq_ckn,L,chicken,20.75,Wednesday
4842,4842,2015-002104,2015-02-04,20:09:43,five_cheese,L,veggie,18.5,Wednesday
4843,4843,2015-002104,2015-02-04,20:09:43,mexicana,L,veggie,20.25,Wednesday
4844,4844,2015-002104,2015-02-04,20:09:43,southw_ckn,M,chicken,16.75,Wednesday
4845,4845,2015-002105,2015-02-04,20:22:27,four_cheese,L,veggie,17.95,Wednesday
4846,4846,2015-002106,2015-02-04,20:54:54,the_greek,S,classic,12.0,Wednesday
4847,4847,2015-002106,2015-02-04,20:54:54,spinach_fet,L,veggie,20.25,Wednesday
4848,4848,2015-002107,2015-02-04,21:01:41,peppr_salami,S,supreme,12.5,Wednesday
4849,4849,2015-002107,2015-02-04,21:01:41,mediterraneo,L,veggie,20.25,Wednesday
4850,4850,2015-002108,2015-02-04,21:05:07,spinach_supr,M,supreme,16.5,Wednesday
4851,4851,2015-002108,2015-02-04,21:05:07,cali_ckn,S,chicken,12.75,Wednesday
4852,4852,2015-002108,2015-02-04,21:05:07,five_cheese,L,veggie,18.5,Wednesday
4853,4853,2015-002108,2015-02-04,21:05:07,spinach_fet,S,veggie,12.0,Wednesday
4854,4854,2015-002109,2015-02-04,21:13:14,cali_ckn,L,chicken,20.75,Wednesday
4855,4855,2015-002109,2015-02-04,21:13:14,pepperoni,S,classic,9.75,Wednesday
4856,4856,2015-002110,2015-02-04,21:16:34,napolitana,L,classic,20.5,Wednesday
4857,4857,2015-002110,2015-02-04,21:16:34,prsc_argla,S,supreme,12.5,Wednesday
4858,4858,2015-002111,2015-02-04,21:28:44,bbq_ckn,M,chicken,16.75,Wednesday
4859,4859,2015-002111,2015-02-04,21:28:44,pepperoni,S,classic,9.75,Wednesday
4860,4860,2015-002111,2015-02-04,21:28:44,ital_cpcllo,S,classic,12.0,Wednesday
4861,4861,2015-002111,2015-02-04,21:28:44,ckn_alfredo,M,chicken,16.75,Wednesday
4862,4862,2015-002112,2015-02-04,22:07:51,bbq_ckn,S,chicken,12.75,Wednesday
4863,4863,2015-002113,2015-02-04,22:16:08,ckn_alfredo,M,chicken,16.75,Wednesday
4864,4864,2015-002113,2015-02-04,22:16:08,mexicana,M,veggie,16.0,Wednesday
4865,4865,2015-002114,2015-02-04,22:26:28,classic_dlx,M,classic,16.0,Wednesday
4866,4866,2015-002115,2015-02-05,11:15:19,southw_ckn,L,chicken,20.75,Thursday
4867,4867,2015-002115,2015-02-05,11:15:19,hawaiian,S,classic,10.5,Thursday
4868,4868,2015-002115,2015-02-05,11:15:19,pepperoni,L,classic,15.25,Thursday
4869,4869,2015-002115,2015-02-05,11:15:19,big_meat,S,classic,12.0,Thursday
4870,4870,2015-002116,2015-02-05,12:11:52,mexicana,M,veggie,16.0,Thursday
4871,4871,2015-002117,2015-02-05,12:20:33,sicilian,M,supreme,16.25,Thursday
4872,4872,2015-002118,2015-02-05,12:24:57,southw_ckn,M,chicken,16.75,Thursday
4873,4873,2015-002118,2015-02-05,12:24:57,cali_ckn,M,chicken,16.75,Thursday
4874,4874,2015-002118,2015-02-05,12:24:57,southw_ckn,L,chicken,20.75,Thursday
4875,4875,2015-002119,2015-02-05,12:30:46,napolitana,L,classic,20.5,Thursday
4876,4876,2015-002120,2015-02-05,12:47:12,the_greek,M,classic,16.0,Thursday
4877,4877,2015-002121,2015-02-05,12:50:51,the_greek,L,classic,20.5,Thursday
4878,4878,2015-002122,2015-02-05,12:52:55,ital_cpcllo,L,classic,20.5,Thursday
4879,4879,2015-002122,2015-02-05,12:52:55,ital_cpcllo,M,classic,16.0,Thursday
4880,4880,2015-002123,2015-02-05,12:54:56,spicy_ital,L,supreme,20.75,Thursday
4881,4881,2015-002124,2015-02-05,12:56:27,mexicana,M,veggie,16.0,Thursday
4882,4882,2015-002124,2015-02-05,12:56:27,sicilian,L,supreme,20.25,Thursday
4883,4883,2015-002124,2015-02-05,12:56:27,ital_supr,M,supreme,16.5,Thursday
4884,4884,2015-002124,2015-02-05,12:56:27,sicilian,S,supreme,12.25,Thursday
4885,4885,2015-002124,2015-02-05,12:56:27,soppressata,S,supreme,12.5,Thursday
4886,4886,2015-002125,2015-02-05,13:06:10,hawaiian,L,classic,16.5,Thursday
4887,4887,2015-002126,2015-02-05,13:31:29,ckn_pesto,L,chicken,20.75,Thursday
4888,4888,2015-002126,2015-02-05,13:31:29,hawaiian,L,classic,16.5,Thursday
4889,4889,2015-002126,2015-02-05,13:31:29,bbq_ckn,L,chicken,20.75,Thursday
4890,4890,2015-002126,2015-02-05,13:31:29,peppr_salami,L,supreme,20.75,Thursday
4891,4891,2015-002126,2015-02-05,13:31:29,four_cheese,M,veggie,14.75,Thursday
4892,4892,2015-002126,2015-02-05,13:31:29,veggie_veg,L,veggie,20.25,Thursday
4893,4893,2015-002126,2015-02-05,13:31:29,napolitana,L,classic,20.5,Thursday
4894,4894,2015-002126,2015-02-05,13:31:29,pepperoni,L,classic,15.25,Thursday
4895,4895,2015-002126,2015-02-05,13:31:29,bbq_ckn,M,chicken,16.75,Thursday
4896,4896,2015-002126,2015-02-05,13:31:29,mediterraneo,S,veggie,12.0,Thursday
4897,4897,2015-002126,2015-02-05,13:31:29,green_garden,S,veggie,12.0,Thursday
4898,4898,2015-002126,2015-02-05,13:31:29,sicilian,S,supreme,12.25,Thursday
4899,4899,2015-002126,2015-02-05,13:31:29,four_cheese,M,veggie,14.75,Thursday
4900,4900,2015-002126,2015-02-05,13:31:29,prsc_argla,L,supreme,20.75,Thursday
4901,4901,2015-002127,2015-02-05,13:42:16,classic_dlx,S,classic,12.0,Thursday
4902,4902,2015-002128,2015-02-05,13:42:50,classic_dlx,L,classic,20.5,Thursday
4903,4903,2015-002128,2015-02-05,13:42:50,sicilian,S,supreme,12.25,Thursday
4904,4904,2015-002129,2015-02-05,13:48:38,hawaiian,S,classic,10.5,Thursday
4905,4905,2015-002129,2015-02-05,13:48:38,ital_supr,L,supreme,20.75,Thursday
4906,4906,2015-002129,2015-02-05,13:48:38,spinach_fet,L,veggie,20.25,Thursday
4907,4907,2015-002129,2015-02-05,13:48:38,four_cheese,M,veggie,14.75,Thursday
4908,4908,2015-002130,2015-02-05,14:17:14,spicy_ital,M,supreme,16.5,Thursday
4909,4909,2015-002131,2015-02-05,14:17:24,calabrese,M,supreme,16.25,Thursday
4910,4910,2015-002132,2015-02-05,14:18:04,the_greek,S,classic,12.0,Thursday
4911,4911,2015-002132,2015-02-05,14:18:04,hawaiian,M,classic,13.25,Thursday
4912,4912,2015-002132,2015-02-05,14:18:04,brie_carre,S,supreme,23.65,Thursday
4913,4913,2015-002132,2015-02-05,14:18:04,napolitana,S,classic,12.0,Thursday
4914,4914,2015-002133,2015-02-05,14:18:52,spinach_fet,L,veggie,20.25,Thursday
4915,4915,2015-002134,2015-02-05,14:36:32,pepperoni,S,classic,9.75,Thursday
4916,4916,2015-002134,2015-02-05,14:36:32,ital_cpcllo,L,classic,20.5,Thursday
4917,4917,2015-002134,2015-02-05,14:36:32,spinach_fet,S,veggie,12.0,Thursday
4918,4918,2015-002135,2015-02-05,14:38:28,four_cheese,L,veggie,17.95,Thursday
4919,4919,2015-002135,2015-02-05,14:38:28,big_meat,S,classic,12.0,Thursday
4920,4920,2015-002135,2015-02-05,14:38:28,green_garden,S,veggie,12.0,Thursday
4921,4921,2015-002136,2015-02-05,14:54:49,napolitana,L,classic,20.5,Thursday
4922,4922,2015-002136,2015-02-05,14:54:49,cali_ckn,M,chicken,16.75,Thursday
4923,4923,2015-002136,2015-02-05,14:54:49,classic_dlx,S,classic,12.0,Thursday
4924,4924,2015-002137,2015-02-05,15:00:15,calabrese,M,supreme,16.25,Thursday
4925,4925,2015-002137,2015-02-05,15:00:15,cali_ckn,S,chicken,12.75,Thursday
4926,4926,2015-002137,2015-02-05,15:00:15,hawaiian,S,classic,10.5,Thursday
4927,4927,2015-002138,2015-02-05,15:08:13,hawaiian,M,classic,13.25,Thursday
4928,4928,2015-002138,2015-02-05,15:08:13,veggie_veg,L,veggie,20.25,Thursday
4929,4929,2015-002139,2015-02-05,15:41:58,four_cheese,L,veggie,17.95,Thursday
4930,4930,2015-002140,2015-02-05,16:55:35,spin_pesto,S,veggie,12.5,Thursday
4931,4931,2015-002141,2015-02-05,17:00:13,pep_msh_pep,M,classic,14.5,Thursday
4932,4932,2015-002142,2015-02-05,17:36:09,bbq_ckn,L,chicken,20.75,Thursday
4933,4933,2015-002142,2015-02-05,17:36:09,spinach_supr,L,supreme,20.75,Thursday
4934,4934,2015-002143,2015-02-05,17:44:52,classic_dlx,L,classic,20.5,Thursday
4935,4935,2015-002143,2015-02-05,17:44:52,classic_dlx,M,classic,16.0,Thursday
4936,4936,2015-002143,2015-02-05,17:44:52,classic_dlx,S,classic,12.0,Thursday
4937,4937,2015-002143,2015-02-05,17:44:52,pepperoni,L,classic,15.25,Thursday
4938,4938,2015-002144,2015-02-05,17:48:08,southw_ckn,S,chicken,12.75,Thursday
4939,4939,2015-002144,2015-02-05,17:48:08,cali_ckn,M,chicken,16.75,Thursday
4940,4940,2015-002145,2015-02-05,17:57:12,spinach_fet,M,veggie,16.0,Thursday
4941,4941,2015-002145,2015-02-05,17:57:12,napolitana,L,classic,20.5,Thursday
4942,4942,2015-002146,2015-02-05,18:04:19,ital_supr,M,supreme,16.5,Thursday
4943,4943,2015-002146,2015-02-05,18:04:19,green_garden,M,veggie,16.0,Thursday
4944,4944,2015-002147,2015-02-05,18:11:25,pepperoni,M,classic,12.5,Thursday
4945,4945,2015-002147,2015-02-05,18:11:25,pepperoni,L,classic,15.25,Thursday
4946,4946,2015-002147,2015-02-05,18:11:25,spinach_supr,L,supreme,20.75,Thursday
4947,4947,2015-002147,2015-02-05,18:11:25,five_cheese,L,veggie,18.5,Thursday
4948,4948,2015-002148,2015-02-05,18:15:37,prsc_argla,M,supreme,16.5,Thursday
4949,4949,2015-002148,2015-02-05,18:15:37,ital_supr,L,supreme,20.75,Thursday
4950,4950,2015-002149,2015-02-05,18:19:51,ital_supr,M,supreme,16.5,Thursday
4951,4951,2015-002150,2015-02-05,18:22:25,ital_cpcllo,M,classic,16.0,Thursday
4952,4952,2015-002151,2015-02-05,18:22:28,bbq_ckn,M,chicken,16.75,Thursday
4953,4953,2015-002151,2015-02-05,18:22:28,spin_pesto,M,veggie,16.5,Thursday
4954,4954,2015-002152,2015-02-05,18:35:11,peppr_salami,L,supreme,20.75,Thursday
4955,4955,2015-002152,2015-02-05,18:35:11,ital_cpcllo,M,classic,16.0,Thursday
4956,4956,2015-002153,2015-02-05,18:38:01,spicy_ital,L,supreme,20.75,Thursday
4957,4957,2015-002153,2015-02-05,18:38:01,hawaiian,S,classic,10.5,Thursday
4958,4958,2015-002154,2015-02-05,18:55:27,calabrese,L,supreme,20.25,Thursday
4959,4959,2015-002154,2015-02-05,18:55:27,bbq_ckn,L,chicken,20.75,Thursday
4960,4960,2015-002155,2015-02-05,18:59:56,thai_ckn,L,chicken,20.75,Thursday
4961,4961,2015-002155,2015-02-05,18:59:56,ital_supr,M,supreme,16.5,Thursday
4962,4962,2015-002156,2015-02-05,19:29:29,ital_supr,M,supreme,16.5,Thursday
4963,4963,2015-002156,2015-02-05,19:29:29,soppressata,M,supreme,16.5,Thursday
4964,4964,2015-002156,2015-02-05,19:29:29,mexicana,L,veggie,20.25,Thursday
4965,4965,2015-002157,2015-02-05,19:39:29,southw_ckn,L,chicken,20.75,Thursday
4966,4966,2015-002157,2015-02-05,19:39:29,ital_cpcllo,M,classic,16.0,Thursday
4967,4967,2015-002158,2015-02-05,19:49:47,ital_supr,L,supreme,20.75,Thursday
4968,4968,2015-002158,2015-02-05,19:49:47,pepperoni,L,classic,15.25,Thursday
4969,4969,2015-002159,2015-02-05,19:55:12,cali_ckn,L,chicken,20.75,Thursday
4970,4970,2015-002159,2015-02-05,19:55:12,classic_dlx,S,classic,12.0,Thursday
4971,4971,2015-002159,2015-02-05,19:55:12,hawaiian,L,classic,16.5,Thursday
4972,4972,2015-002159,2015-02-05,19:55:12,big_meat,S,classic,12.0,Thursday
4973,4973,2015-002160,2015-02-05,20:01:50,pepperoni,L,classic,15.25,Thursday
4974,4974,2015-002161,2015-02-05,20:10:24,bbq_ckn,L,chicken,20.75,Thursday
4975,4975,2015-002161,2015-02-05,20:10:24,peppr_salami,S,supreme,12.5,Thursday
4976,4976,2015-002162,2015-02-05,20:15:06,southw_ckn,L,chicken,20.75,Thursday
4977,4977,2015-002162,2015-02-05,20:15:06,classic_dlx,S,classic,12.0,Thursday
4978,4978,2015-002163,2015-02-05,20:18:08,spinach_supr,L,supreme,20.75,Thursday
4979,4979,2015-002163,2015-02-05,20:18:08,brie_carre,S,supreme,23.65,Thursday
4980,4980,2015-002164,2015-02-05,20:23:49,ckn_alfredo,M,chicken,16.75,Thursday
4981,4981,2015-002165,2015-02-05,20:29:51,southw_ckn,M,chicken,16.75,Thursday
4982,4982,2015-002165,2015-02-05,20:29:51,cali_ckn,L,chicken,20.75,Thursday
4983,4983,2015-002166,2015-02-05,20:41:36,veggie_veg,M,veggie,16.0,Thursday
4984,4984,2015-002167,2015-02-05,20:56:14,spicy_ital,L,supreme,20.75,Thursday
4985,4985,2015-002168,2015-02-05,20:59:08,prsc_argla,M,supreme,16.5,Thursday
4986,4986,2015-002169,2015-02-05,21:23:02,prsc_argla,S,supreme,12.5,Thursday
4987,4987,2015-002169,2015-02-05,21:23:02,veggie_veg,S,veggie,12.0,Thursday
4988,4988,2015-002170,2015-02-05,21:34:23,five_cheese,L,veggie,18.5,Thursday
4989,4989,2015-002171,2015-02-05,21:48:24,prsc_argla,S,supreme,12.5,Thursday
4990,4990,2015-002172,2015-02-05,21:51:44,four_cheese,L,veggie,17.95,Thursday
4991,4991,2015-002172,2015-02-05,21:51:44,brie_carre,S,supreme,23.65,Thursday
4992,4992,2015-002172,2015-02-05,21:51:44,sicilian,M,supreme,16.25,Thursday
4993,4993,2015-002172,2015-02-05,21:51:44,sicilian,S,supreme,12.25,Thursday
4994,4994,2015-002173,2015-02-05,21:56:42,big_meat,S,classic,12.0,Thursday
4995,4995,2015-002174,2015-02-05,22:00:17,southw_ckn,M,chicken,16.75,Thursday
4996,4996,2015-002174,2015-02-05,22:00:17,sicilian,L,supreme,20.25,Thursday
4997,4997,2015-002174,2015-02-05,22:00:17,peppr_salami,S,supreme,12.5,Thursday
4998,4998,2015-002174,2015-02-05,22:00:17,soppressata,L,supreme,20.75,Thursday
4999,4999,2015-002175,2015-02-06,11:16:08,five_cheese,L,veggie,18.5,Friday
5000,5000,2015-002176,2015-02-06,11:18:53,calabrese,L,supreme,20.25,Friday
5001,5001,2015-002177,2015-02-06,11:25:48,pepperoni,L,classic,15.25,Friday
5002,5002,2015-002177,2015-02-06,11:25:48,calabrese,L,supreme,20.25,Friday
5003,5003,2015-002178,2015-02-06,11:32:25,hawaiian,S,classic,10.5,Friday
5004,5004,2015-002179,2015-02-06,11:54:09,pepperoni,M,classic,12.5,Friday
5005,5005,2015-002180,2015-02-06,11:59:14,spin_pesto,L,veggie,20.75,Friday
5006,5006,2015-002180,2015-02-06,11:59:14,classic_dlx,S,classic,12.0,Friday
5007,5007,2015-002181,2015-02-06,12:06:15,four_cheese,L,veggie,17.95,Friday
5008,5008,2015-002181,2015-02-06,12:06:15,four_cheese,M,veggie,14.75,Friday
5009,5009,2015-002182,2015-02-06,12:22:30,peppr_salami,L,supreme,20.75,Friday
5010,5010,2015-002182,2015-02-06,12:22:30,cali_ckn,L,chicken,20.75,Friday
5011,5011,2015-002182,2015-02-06,12:22:30,big_meat,S,classic,12.0,Friday
5012,5012,2015-002182,2015-02-06,12:22:30,big_meat,S,classic,12.0,Friday
5013,5013,2015-002182,2015-02-06,12:22:30,classic_dlx,M,classic,16.0,Friday
5014,5014,2015-002182,2015-02-06,12:22:30,sicilian,S,supreme,12.25,Friday
5015,5015,2015-002182,2015-02-06,12:22:30,four_cheese,L,veggie,17.95,Friday
5016,5016,2015-002182,2015-02-06,12:22:30,ital_supr,L,supreme,20.75,Friday
5017,5017,2015-002182,2015-02-06,12:22:30,hawaiian,S,classic,10.5,Friday
5018,5018,2015-002182,2015-02-06,12:22:30,ital_cpcllo,M,classic,16.0,Friday
5019,5019,2015-002183,2015-02-06,12:25:17,ckn_pesto,M,chicken,16.75,Friday
5020,5020,2015-002183,2015-02-06,12:25:17,napolitana,L,classic,20.5,Friday
5021,5021,2015-002183,2015-02-06,12:25:17,bbq_ckn,L,chicken,20.75,Friday
5022,5022,2015-002183,2015-02-06,12:25:17,southw_ckn,S,chicken,12.75,Friday
5023,5023,2015-002184,2015-02-06,12:40:25,brie_carre,S,supreme,23.65,Friday
5024,5024,2015-002184,2015-02-06,12:40:25,big_meat,S,classic,12.0,Friday
5025,5025,2015-002184,2015-02-06,12:40:25,classic_dlx,M,classic,16.0,Friday
5026,5026,2015-002185,2015-02-06,12:54:25,ckn_alfredo,M,chicken,16.75,Friday
5027,5027,2015-002186,2015-02-06,13:03:16,pep_msh_pep,M,classic,14.5,Friday
5028,5028,2015-002187,2015-02-06,13:10:13,southw_ckn,L,chicken,20.75,Friday
5029,5029,2015-002187,2015-02-06,13:10:13,calabrese,S,supreme,12.25,Friday
5030,5030,2015-002187,2015-02-06,13:10:13,five_cheese,L,veggie,18.5,Friday
5031,5031,2015-002187,2015-02-06,13:10:13,sicilian,L,supreme,20.25,Friday
5032,5032,2015-002187,2015-02-06,13:10:13,the_greek,S,classic,12.0,Friday
5033,5033,2015-002188,2015-02-06,13:13:33,pepperoni,M,classic,12.5,Friday
5034,5034,2015-002188,2015-02-06,13:13:33,ital_veggie,M,veggie,16.75,Friday
5035,5035,2015-002188,2015-02-06,13:13:33,pep_msh_pep,L,classic,17.5,Friday
5036,5036,2015-002188,2015-02-06,13:13:33,spicy_ital,L,supreme,20.75,Friday
5037,5037,2015-002188,2015-02-06,13:13:33,calabrese,M,supreme,16.25,Friday
5038,5038,2015-002188,2015-02-06,13:13:33,spinach_fet,L,veggie,20.25,Friday
5039,5039,2015-002188,2015-02-06,13:13:33,hawaiian,M,classic,13.25,Friday
5040,5040,2015-002188,2015-02-06,13:13:33,classic_dlx,S,classic,12.0,Friday
5041,5041,2015-002188,2015-02-06,13:13:33,five_cheese,L,veggie,18.5,Friday
5042,5042,2015-002188,2015-02-06,13:13:33,soppressata,S,supreme,12.5,Friday
5043,5043,2015-002188,2015-02-06,13:13:33,mediterraneo,L,veggie,20.25,Friday
5044,5044,2015-002188,2015-02-06,13:13:33,hawaiian,S,classic,10.5,Friday
5045,5045,2015-002188,2015-02-06,13:13:33,pep_msh_pep,M,classic,14.5,Friday
5046,5046,2015-002189,2015-02-06,13:14:59,prsc_argla,M,supreme,16.5,Friday
5047,5047,2015-002189,2015-02-06,13:14:59,ckn_alfredo,M,chicken,16.75,Friday
5048,5048,2015-002190,2015-02-06,13:19:45,napolitana,M,classic,16.0,Friday
5049,5049,2015-002190,2015-02-06,13:19:45,big_meat,S,classic,12.0,Friday
5050,5050,2015-002191,2015-02-06,13:19:59,thai_ckn,M,chicken,16.75,Friday
5051,5051,2015-002191,2015-02-06,13:19:59,spinach_fet,S,veggie,12.0,Friday
5052,5052,2015-002191,2015-02-06,13:19:59,pep_msh_pep,S,classic,11.0,Friday
5053,5053,2015-002192,2015-02-06,13:20:41,thai_ckn,L,chicken,20.75,Friday
5054,5054,2015-002193,2015-02-06,13:21:21,hawaiian,S,classic,10.5,Friday
5055,5055,2015-002193,2015-02-06,13:21:21,prsc_argla,L,supreme,20.75,Friday
5056,5056,2015-002193,2015-02-06,13:21:21,peppr_salami,M,supreme,16.5,Friday
5057,5057,2015-002193,2015-02-06,13:21:21,four_cheese,M,veggie,14.75,Friday
5058,5058,2015-002194,2015-02-06,13:22:11,cali_ckn,M,chicken,16.75,Friday
5059,5059,2015-002194,2015-02-06,13:22:11,classic_dlx,L,classic,20.5,Friday
5060,5060,2015-002195,2015-02-06,13:39:29,classic_dlx,M,classic,16.0,Friday
5061,5061,2015-002195,2015-02-06,13:39:29,spinach_supr,L,supreme,20.75,Friday
5062,5062,2015-002195,2015-02-06,13:39:29,peppr_salami,M,supreme,16.5,Friday
5063,5063,2015-002196,2015-02-06,13:45:32,southw_ckn,L,chicken,20.75,Friday
5064,5064,2015-002197,2015-02-06,14:01:18,hawaiian,S,classic,10.5,Friday
5065,5065,2015-002197,2015-02-06,14:01:18,napolitana,S,classic,12.0,Friday
5066,5066,2015-002198,2015-02-06,14:13:09,green_garden,M,veggie,16.0,Friday
5067,5067,2015-002198,2015-02-06,14:13:09,ital_cpcllo,L,classic,20.5,Friday
5068,5068,2015-002198,2015-02-06,14:13:09,cali_ckn,M,chicken,16.75,Friday
5069,5069,2015-002198,2015-02-06,14:13:09,classic_dlx,M,classic,16.0,Friday
5070,5070,2015-002199,2015-02-06,14:36:06,sicilian,L,supreme,20.25,Friday
5071,5071,2015-002200,2015-02-06,15:21:45,spin_pesto,M,veggie,16.5,Friday
5072,5072,2015-002201,2015-02-06,15:24:02,mediterraneo,L,veggie,20.25,Friday
5073,5073,2015-002202,2015-02-06,15:31:14,spinach_fet,M,veggie,16.0,Friday
5074,5074,2015-002202,2015-02-06,15:31:14,napolitana,S,classic,12.0,Friday
5075,5075,2015-002203,2015-02-06,16:11:41,spinach_fet,S,veggie,12.0,Friday
5076,5076,2015-002203,2015-02-06,16:11:41,mexicana,M,veggie,16.0,Friday
5077,5077,2015-002203,2015-02-06,16:11:41,southw_ckn,L,chicken,20.75,Friday
5078,5078,2015-002203,2015-02-06,16:11:41,bbq_ckn,L,chicken,20.75,Friday
5079,5079,2015-002204,2015-02-06,16:28:46,spin_pesto,M,veggie,16.5,Friday
5080,5080,2015-002205,2015-02-06,16:39:28,ital_supr,L,supreme,20.75,Friday
5081,5081,2015-002205,2015-02-06,16:39:28,bbq_ckn,L,chicken,20.75,Friday
5082,5082,2015-002206,2015-02-06,16:59:29,big_meat,S,classic,12.0,Friday
5083,5083,2015-002206,2015-02-06,16:59:29,pep_msh_pep,S,classic,11.0,Friday
5084,5084,2015-002206,2015-02-06,16:59:29,cali_ckn,M,chicken,16.75,Friday
5085,5085,2015-002207,2015-02-06,17:00:57,thai_ckn,M,chicken,16.75,Friday
5086,5086,2015-002208,2015-02-06,17:10:44,hawaiian,L,classic,16.5,Friday
5087,5087,2015-002208,2015-02-06,17:10:44,big_meat,S,classic,12.0,Friday
5088,5088,2015-002209,2015-02-06,17:11:37,spicy_ital,S,supreme,12.5,Friday
